City Name,Type,Package,Variety,Sub Variety,Low Price,High Price,Mostly Low,Mostly High,Origin,Origin District,Item Size,Color,Unit of Sale,Repack,Unnamed: 25,mean_price,month,weekday,City Name_encoded,Type_encoded,Package_encoded,Variety_encoded,Sub Variety_encoded,Origin_encoded,Origin District_encoded,Item Size_encoded,Color_encoded,Unit of Sale_encoded,Repack_encoded,Unnamed: 25_encoded
BALTIMORE,,24 inch bins,CINDERELLA,,380.0,380.0,380.0,380.0,,,xlge,,,E,,380.0,6,5,1,-1,5,2,-1,-1,-1,6,-1,-1,0,-1
BALTIMORE,,24 inch bins,CINDERELLA,,380.0,380.0,380.0,380.0,,,xlge,,,E,,380.0,6,5,1,-1,5,2,-1,-1,-1,6,-1,-1,0,-1
BALTIMORE,,24 inch bins,CINDERELLA,,200.0,200.0,200.0,200.0,MEXICO,,xlge,,,N,,200.0,8,5,1,-1,5,2,-1,10,-1,6,-1,-1,1,-1
BALTIMORE,,24 inch bins,CINDERELLA,,200.0,350.0,200.0,350.0,MEXICO,,xlge,,,N,,275.0,8,5,1,-1,5,2,-1,10,-1,6,-1,-1,1,-1
BALTIMORE,,24 inch bins,CINDERELLA,,350.0,350.0,350.0,350.0,MEXICO,,xlge,,,N,,350.0,9,5,1,-1,5,2,-1,10,-1,6,-1,-1,1,-1
BALTIMORE,,24 inch bins,CINDERELLA,,180.0,180.0,180.0,180.0,MARYLAND,,xlge,,,N,,180.0,9,5,1,-1,5,2,-1,8,-1,6,-1,-1,1,-1
BALTIMORE,,24 inch bins,CINDERELLA,,200.0,200.0,200.0,200.0,VIRGINIA,,xlge,,,N,,200.0,9,5,1,-1,5,2,-1,22,-1,6,-1,-1,1,-1
BALTIMORE,,24 inch bins,CINDERELLA,,180.0,200.0,180.0,200.0,MARYLAND,,xlge,,,N,,190.0,9,5,1,-1,5,2,-1,8,-1,6,-1,-1,1,-1
BALTIMORE,,24 inch bins,CINDERELLA,,180.0,200.0,180.0,200.0,VIRGINIA,,xlge,,,N,,190.0,9,5,1,-1,5,2,-1,22,-1,6,-1,-1,1,-1
BALTIMORE,,24 inch bins,CINDERELLA,,340.0,340.0,340.0,340.0,MARYLAND,,jbo,,,N,,340.0,9,5,1,-1,5,2,-1,8,-1,1,-1,-1,1,-1
BALTIMORE,,24 inch bins,CINDERELLA,,240.0,250.0,240.0,250.0,MARYLAND,,xlge,,,N,,245.0,9,5,1,-1,5,2,-1,8,-1,6,-1,-1,1,-1
BALTIMORE,,24 inch bins,CINDERELLA,,200.0,200.0,200.0,200.0,VIRGINIA,,xlge,,,N,,200.0,9,5,1,-1,5,2,-1,22,-1,6,-1,-1,1,-1
BALTIMORE,,24 inch bins,CINDERELLA,,340.0,340.0,340.0,340.0,MARYLAND,,jbo,,,N,,340.0,9,5,1,-1,5,2,-1,8,-1,1,-1,-1,1,-1
BALTIMORE,,24 inch bins,CINDERELLA,,240.0,250.0,240.0,250.0,MARYLAND,,xlge,,,N,,245.0,9,5,1,-1,5,2,-1,8,-1,6,-1,-1,1,-1
BALTIMORE,,24 inch bins,CINDERELLA,,180.0,200.0,180.0,200.0,VIRGINIA,,xlge,,,N,,190.0,9,5,1,-1,5,2,-1,22,-1,6,-1,-1,1,-1
BALTIMORE,,50 lb sacks,CINDERELLA,,29.0,29.0,29.0,29.0,COSTA RICA,,lge,,,N,,29.0,8,5,1,-1,10,2,-1,3,-1,2,-1,-1,1,-1
BALTIMORE,,50 lb sacks,CINDERELLA,,29.0,29.0,29.0,29.0,MEXICO,,lge,,,N,,29.0,8,5,1,-1,10,2,-1,10,-1,2,-1,-1,1,-1
BALTIMORE,,50 lb sacks,CINDERELLA,,28.0,29.0,28.0,29.0,COSTA RICA,,lge,,,N,,28.5,8,5,1,-1,10,2,-1,3,-1,2,-1,-1,1,-1
BALTIMORE,,50 lb sacks,CINDERELLA,,28.0,29.0,28.0,29.0,COSTA RICA,,lge,,,N,,28.5,8,5,1,-1,10,2,-1,3,-1,2,-1,-1,1,-1
BALTIMORE,,50 lb sacks,CINDERELLA,,29.0,29.0,29.0,29.0,FLORIDA,,med,,,N,,29.0,8,5,1,-1,10,2,-1,5,-1,3,-1,-1,1,-1
BALTIMORE,,50 lb sacks,CINDERELLA,,29.0,29.0,29.0,29.0,FLORIDA,,med,,,N,,29.0,9,5,1,-1,10,2,-1,5,-1,3,-1,-1,1,-1
BALTIMORE,,50 lb sacks,CINDERELLA,,15.0,15.0,15.0,15.0,VIRGINIA,,lge,,,N,,15.0,9,5,1,-1,10,2,-1,22,-1,2,-1,-1,1,-1
BALTIMORE,,50 lb sacks,CINDERELLA,,24.0,24.0,24.0,24.0,MEXICO,,lge,,,N,,24.0,9,5,1,-1,10,2,-1,10,-1,2,-1,-1,1,-1
BALTIMORE,,50 lb sacks,CINDERELLA,,15.0,15.0,15.0,15.0,VIRGINIA,,lge,,,N,,15.0,9,5,1,-1,10,2,-1,22,-1,2,-1,-1,1,-1
BALTIMORE,,24 inch bins,FAIRYTALE,,250.0,260.0,250.0,260.0,MARYLAND,,xlge,,,N,,255.0,9,5,1,-1,5,3,-1,8,-1,6,-1,-1,1,-1
BALTIMORE,,24 inch bins,FAIRYTALE,,250.0,260.0,250.0,260.0,VIRGINIA,,xlge,,,N,,255.0,9,5,1,-1,5,3,-1,22,-1,6,-1,-1,1,-1
BALTIMORE,,24 inch bins,FAIRYTALE,,250.0,260.0,250.0,260.0,MARYLAND,,xlge,,,N,,255.0,10,5,1,-1,5,3,-1,8,-1,6,-1,-1,1,-1
BALTIMORE,,24 inch bins,FAIRYTALE,,250.0,260.0,250.0,260.0,VIRGINIA,,xlge,,,N,,255.0,10,5,1,-1,5,3,-1,22,-1,6,-1,-1,1,-1
BALTIMORE,,24 inch bins,FAIRYTALE,,235.0,260.0,235.0,260.0,MARYLAND,,xlge,,,N,,247.5,10,5,1,-1,5,3,-1,8,-1,6,-1,-1,1,-1
BALTIMORE,,24 inch bins,FAIRYTALE,,250.0,260.0,250.0,260.0,VIRGINIA,,xlge,,,N,,255.0,10,5,1,-1,5,3,-1,22,-1,6,-1,-1,1,-1
BALTIMORE,,24 inch bins,FAIRYTALE,,235.0,250.0,235.0,250.0,MARYLAND,,xlge,,,N,,242.5,10,5,1,-1,5,3,-1,8,-1,6,-1,-1,1,-1
BALTIMORE,,24 inch bins,FAIRYTALE,,230.0,240.0,230.0,240.0,MARYLAND,,xlge,,,N,,235.0,10,5,1,-1,5,3,-1,8,-1,6,-1,-1,1,-1
BALTIMORE,,24 inch bins,FAIRYTALE,,220.0,240.0,220.0,230.0,MARYLAND,,xlge,,,N,,230.0,10,5,1,-1,5,3,-1,8,-1,6,-1,-1,1,-1
BALTIMORE,,24 inch bins,FAIRYTALE,,230.0,230.0,230.0,230.0,VIRGINIA,,xlge,,,N,,230.0,10,5,1,-1,5,3,-1,22,-1,6,-1,-1,1,-1
BALTIMORE,,24 inch bins,FAIRYTALE,,200.0,230.0,200.0,230.0,MARYLAND,,xlge,,,N,,215.0,11,5,1,-1,5,3,-1,8,-1,6,-1,-1,1,-1
BALTIMORE,,24 inch bins,FAIRYTALE,,200.0,230.0,200.0,230.0,VIRGINIA,,xlge,,,N,,215.0,11,5,1,-1,5,3,-1,22,-1,6,-1,-1,1,-1
BALTIMORE,,24 inch bins,FAIRYTALE,,200.0,200.0,200.0,200.0,MARYLAND,,xlge,,,N,,200.0,11,5,1,-1,5,3,-1,8,-1,6,-1,-1,1,-1
BALTIMORE,,24 inch bins,FAIRYTALE,,200.0,200.0,200.0,200.0,MARYLAND,,xlge,,,N,,200.0,11,5,1,-1,5,3,-1,8,-1,6,-1,-1,1,-1
BALTIMORE,,24 inch bins,FAIRYTALE,,200.0,230.0,200.0,230.0,VIRGINIA,,xlge,,,N,,215.0,11,5,1,-1,5,3,-1,22,-1,6,-1,-1,1,-1
BALTIMORE,,24 inch bins,FAIRYTALE,,210.0,210.0,210.0,210.0,VIRGINIA,,xlge,,,N,,210.0,11,5,1,-1,5,3,-1,22,-1,6,-1,-1,1,-1
BALTIMORE,,1 1/9 bushel cartons,PIE TYPE,,15.0,15.0,15.0,15.0,DELAWARE,,med,ORANGE,,N,,15.0,9,5,1,-1,0,9,-1,4,-1,3,0,-1,1,-1
BALTIMORE,,1 1/9 bushel cartons,PIE TYPE,,18.0,18.0,18.0,18.0,DELAWARE,,sml,ORANGE,,N,,18.0,9,5,1,-1,0,9,-1,4,-1,5,0,-1,1,-1
BALTIMORE,,1 1/9 bushel cartons,PIE TYPE,,18.0,18.0,18.0,18.0,DELAWARE,,sml,ORANGE,,N,,18.0,10,5,1,-1,0,9,-1,4,-1,5,0,-1,1,-1
BALTIMORE,,1 1/9 bushel cartons,PIE TYPE,,17.0,17.0,17.0,17.0,OHIO,,med,ORANGE,,N,,17.0,10,5,1,-1,0,9,-1,17,-1,3,0,-1,1,-1
BALTIMORE,,1 1/9 bushel cartons,PIE TYPE,,15.0,15.0,15.0,15.0,DELAWARE,,,ORANGE,,N,,15.0,10,5,1,-1,0,9,-1,4,-1,-1,0,-1,1,-1
BALTIMORE,,1 1/9 bushel cartons,PIE TYPE,,18.0,18.0,18.0,18.0,DELAWARE,,sml,ORANGE,,N,,18.0,10,5,1,-1,0,9,-1,4,-1,5,0,-1,1,-1
BALTIMORE,,1 1/9 bushel cartons,PIE TYPE,,17.0,17.0,17.0,17.0,OHIO,,med,ORANGE,,N,,17.0,10,5,1,-1,0,9,-1,17,-1,3,0,-1,1,-1
BALTIMORE,,1 1/9 bushel cartons,PIE TYPE,,17.0,18.5,17.0,18.5,PENNSYLVANIA,,,ORANGE,,N,,17.75,10,5,1,-1,0,9,-1,18,-1,-1,0,-1,1,-1
BALTIMORE,,1 1/9 bushel cartons,PIE TYPE,,15.0,15.0,15.0,15.0,DELAWARE,,,ORANGE,,N,,15.0,10,5,1,-1,0,9,-1,4,-1,-1,0,-1,1,-1
BALTIMORE,,1 1/9 bushel cartons,PIE TYPE,,17.0,17.0,17.0,17.0,OHIO,,med,ORANGE,,N,,17.0,10,5,1,-1,0,9,-1,17,-1,3,0,-1,1,-1
BALTIMORE,,1 1/9 bushel cartons,PIE TYPE,,17.0,18.5,17.0,18.5,PENNSYLVANIA,,,ORANGE,,N,,17.75,10,5,1,-1,0,9,-1,18,-1,-1,0,-1,1,-1
BALTIMORE,,1 1/9 bushel cartons,PIE TYPE,,15.0,15.0,15.0,15.0,DELAWARE,,,ORANGE,,N,,15.0,10,5,1,-1,0,9,-1,4,-1,-1,0,-1,1,-1
BALTIMORE,,1 1/9 bushel cartons,PIE TYPE,,17.0,17.0,17.0,17.0,OHIO,,med,ORANGE,,N,,17.0,10,5,1,-1,0,9,-1,17,-1,3,0,-1,1,-1
BALTIMORE,,1 1/9 bushel cartons,PIE TYPE,,17.0,18.5,17.0,18.5,PENNSYLVANIA,,,ORANGE,,N,,17.75,10,5,1,-1,0,9,-1,18,-1,-1,0,-1,1,-1
BALTIMORE,,1 1/9 bushel cartons,PIE TYPE,,15.0,15.0,15.0,15.0,DELAWARE,,,ORANGE,,N,,15.0,10,5,1,-1,0,9,-1,4,-1,-1,0,-1,1,-1
BALTIMORE,,1 1/9 bushel cartons,PIE TYPE,,16.0,17.0,16.0,17.0,OHIO,,med,ORANGE,,N,,16.5,10,5,1,-1,0,9,-1,17,-1,3,0,-1,1,-1
BALTIMORE,,1 1/9 bushel cartons,PIE TYPE,,16.0,18.0,16.0,18.0,PENNSYLVANIA,,,ORANGE,,N,,17.0,10,5,1,-1,0,9,-1,18,-1,-1,0,-1,1,-1
BALTIMORE,,1 1/9 bushel cartons,PIE TYPE,,18.0,18.0,18.0,18.0,MARYLAND,,med,ORANGE,,N,,18.0,9,5,1,-1,0,9,-1,8,-1,3,0,-1,1,-1
BALTIMORE,,1 1/9 bushel cartons,PIE TYPE,,16.0,16.0,16.0,16.0,DELAWARE,,med,ORANGE,,N,,16.0,9,5,1,-1,0,9,-1,4,-1,3,0,-1,1,-1
BALTIMORE,,1 1/9 bushel cartons,PIE TYPE,,18.0,18.0,18.0,18.0,MARYLAND,,med,ORANGE,,N,,18.0,9,5,1,-1,0,9,-1,8,-1,3,0,-1,1,-1
BALTIMORE,,1 1/9 bushel cartons,PIE TYPE,,16.0,16.0,16.0,16.0,PENNSYLVANIA,,med,ORANGE,,N,,16.0,9,5,1,-1,0,9,-1,18,-1,3,0,-1,1,-1
BALTIMORE,,1 1/9 bushel cartons,PIE TYPE,,16.0,16.0,16.0,16.0,DELAWARE,,med,ORANGE,,N,,16.0,9,5,1,-1,0,9,-1,4,-1,3,0,-1,1,-1
BALTIMORE,,1 1/9 bushel cartons,PIE TYPE,,16.0,16.0,16.0,16.0,PENNSYLVANIA,,med,ORANGE,,N,,16.0,9,5,1,-1,0,9,-1,18,-1,3,0,-1,1,-1
BALTIMORE,,24 inch bins,PIE TYPE,,160.0,160.0,160.0,160.0,VIRGINIA,,sml,ORANGE,,N,,160.0,9,5,1,-1,5,9,-1,22,-1,5,0,-1,1,-1
BALTIMORE,,24 inch bins,PIE TYPE,,200.0,200.0,200.0,200.0,MARYLAND,,sml,ORANGE,,N,,200.0,9,5,1,-1,5,9,-1,8,-1,5,0,-1,1,-1
BALTIMORE,,24 inch bins,PIE TYPE,,190.0,200.0,190.0,200.0,MARYLAND,,sml,ORANGE,,N,,195.0,9,5,1,-1,5,9,-1,8,-1,5,0,-1,1,-1
BALTIMORE,,24 inch bins,BIG MACK TYPE,,50.0,60.0,50.0,60.0,MARYLAND,,,WHITE,EACH,N,,55.0,9,5,1,-1,5,0,-1,8,-1,-1,2,0,1,-1
BALTIMORE,,24 inch bins,BIG MACK TYPE,,50.0,60.0,50.0,60.0,MARYLAND,,,WHITE,EACH,N,,55.0,9,5,1,-1,5,0,-1,8,-1,-1,2,0,1,-1
BALTIMORE,,24 inch bins,BIG MACK TYPE,,50.0,60.0,50.0,60.0,VIRGINIA,,,WHITE,EACH,N,,55.0,9,5,1,-1,5,0,-1,22,-1,-1,2,0,1,-1
BALTIMORE,,24 inch bins,BIG MACK TYPE,,50.0,60.0,50.0,60.0,MARYLAND,,,WHITE,EACH,N,,55.0,10,5,1,-1,5,0,-1,8,-1,-1,2,0,1,-1
BALTIMORE,,24 inch bins,BIG MACK TYPE,,50.0,60.0,50.0,60.0,MARYLAND,,,WHITE,EACH,N,,55.0,10,5,1,-1,5,0,-1,8,-1,-1,2,0,1,-1
BALTIMORE,,24 inch bins,BIG MACK TYPE,,50.0,60.0,50.0,60.0,VIRGINIA,,,WHITE,EACH,N,,55.0,10,5,1,-1,5,0,-1,22,-1,-1,2,0,1,-1
BALTIMORE,,24 inch bins,BIG MACK TYPE,,50.0,60.0,50.0,60.0,MARYLAND,,,WHITE,EACH,N,,55.0,10,5,1,-1,5,0,-1,8,-1,-1,2,0,1,-1
BALTIMORE,,24 inch bins,BIG MACK TYPE,,50.0,60.0,50.0,60.0,MARYLAND,,,WHITE,EACH,N,,55.0,10,5,1,-1,5,0,-1,8,-1,-1,2,0,1,-1
BALTIMORE,,24 inch bins,BIG MACK TYPE,,50.0,60.0,50.0,60.0,MARYLAND,,jbo,WHITE,EACH,N,,55.0,10,5,1,-1,5,0,-1,8,-1,1,2,0,1,-1
BALTIMORE,,24 inch bins,BIG MACK TYPE,,40.0,60.0,40.0,60.0,MARYLAND,,lge,WHITE,EACH,N,,50.0,10,5,1,-1,5,0,-1,8,-1,2,2,0,1,-1
BALTIMORE,,24 inch bins,BIG MACK TYPE,,40.0,60.0,40.0,60.0,MARYLAND,,med,WHITE,EACH,N,,50.0,10,5,1,-1,5,0,-1,8,-1,3,2,0,1,-1
BALTIMORE,,24 inch bins,BIG MACK TYPE,,50.0,60.0,50.0,60.0,VIRGINIA,,,WHITE,EACH,N,,55.0,10,5,1,-1,5,0,-1,22,-1,-1,2,0,1,-1
BALTIMORE,,24 inch bins,BIG MACK TYPE,,50.0,60.0,50.0,60.0,VIRGINIA,,jbo,WHITE,EACH,N,,55.0,10,5,1,-1,5,0,-1,22,-1,1,2,0,1,-1
BALTIMORE,,24 inch bins,BIG MACK TYPE,,50.0,60.0,50.0,60.0,MARYLAND,,jbo,WHITE,EACH,N,,55.0,10,5,1,-1,5,0,-1,8,-1,1,2,0,1,-1
BALTIMORE,,24 inch bins,BIG MACK TYPE,,40.0,60.0,40.0,60.0,MARYLAND,,lge,WHITE,EACH,N,,50.0,10,5,1,-1,5,0,-1,8,-1,2,2,0,1,-1
BALTIMORE,,24 inch bins,BIG MACK TYPE,,40.0,60.0,40.0,60.0,MARYLAND,,med,WHITE,EACH,N,,50.0,10,5,1,-1,5,0,-1,8,-1,3,2,0,1,-1
BALTIMORE,,24 inch bins,BIG MACK TYPE,,50.0,60.0,50.0,60.0,VIRGINIA,,jbo,WHITE,EACH,N,,55.0,10,5,1,-1,5,0,-1,22,-1,1,2,0,1,-1
BALTIMORE,,24 inch bins,BIG MACK TYPE,,50.0,60.0,50.0,60.0,MARYLAND,,jbo,WHITE,EACH,N,,55.0,10,5,1,-1,5,0,-1,8,-1,1,2,0,1,-1
BALTIMORE,,24 inch bins,BIG MACK TYPE,,40.0,60.0,40.0,60.0,MARYLAND,,lge,WHITE,EACH,N,,50.0,10,5,1,-1,5,0,-1,8,-1,2,2,0,1,-1
BALTIMORE,,24 inch bins,BIG MACK TYPE,,50.0,60.0,50.0,60.0,VIRGINIA,,jbo,WHITE,EACH,N,,55.0,10,5,1,-1,5,0,-1,22,-1,1,2,0,1,-1
BALTIMORE,,24 inch bins,BIG MACK TYPE,,50.0,60.0,50.0,60.0,MARYLAND,,jbo,WHITE,EACH,N,,55.0,10,5,1,-1,5,0,-1,8,-1,1,2,0,1,-1
BALTIMORE,,24 inch bins,BIG MACK TYPE,,50.0,60.0,50.0,60.0,VIRGINIA,,jbo,WHITE,EACH,N,,55.0,10,5,1,-1,5,0,-1,22,-1,1,2,0,1,-1
BALTIMORE,,24 inch bins,BIG MACK TYPE,,50.0,50.0,50.0,50.0,MARYLAND,,jbo,WHITE,EACH,N,,50.0,9,5,1,-1,5,0,-1,8,-1,1,2,0,1,-1
BALTIMORE,,24 inch bins,BIG MACK TYPE,,50.0,50.0,50.0,50.0,MARYLAND,,jbo,WHITE,EACH,N,,50.0,9,5,1,-1,5,0,-1,8,-1,1,2,0,1,-1
BALTIMORE,,24 inch bins,MIXED HEIRLOOM VARIETIES,,160.0,240.0,160.0,240.0,MARYLAND,,,,,N,,200.0,9,5,1,-1,5,8,-1,8,-1,-1,-1,-1,1,-1
BALTIMORE,,24 inch bins,MIXED HEIRLOOM VARIETIES,,240.0,240.0,240.0,240.0,MARYLAND,,,,,N,,240.0,9,5,1,-1,5,8,-1,8,-1,-1,-1,-1,1,-1
BALTIMORE,,24 inch bins,MIXED HEIRLOOM VARIETIES,,240.0,240.0,240.0,240.0,MARYLAND,,,,,N,,240.0,9,5,1,-1,5,8,-1,8,-1,-1,-1,-1,1,-1
BALTIMORE,,1/2 bushel cartons,MINIATURE,FLAT TYPE,18.0,18.0,18.0,18.0,MARYLAND,,sml,WHITE,,N,,18.0,9,5,1,-1,2,7,0,8,-1,5,2,-1,1,-1
BALTIMORE,,1/2 bushel cartons,MINIATURE,FLAT TYPE,15.0,15.0,15.0,15.0,MARYLAND,,sml,WHITE,,N,,15.0,9,5,1,-1,2,7,0,8,-1,5,2,-1,1,-1
BALTIMORE,,1/2 bushel cartons,MINIATURE,FLAT TYPE,18.0,18.0,18.0,18.0,MARYLAND,,sml,WHITE,,N,,18.0,10,5,1,-1,2,7,0,8,-1,5,2,-1,1,-1
BALTIMORE,,1/2 bushel cartons,MINIATURE,FLAT TYPE,15.0,15.0,15.0,15.0,MARYLAND,,sml,WHITE,,N,,15.0,10,5,1,-1,2,7,0,8,-1,5,2,-1,1,-1
BALTIMORE,,1/2 bushel cartons,MINIATURE,FLAT TYPE,17.0,17.0,17.0,17.0,OHIO,,sml,WHITE,,N,,17.0,10,5,1,-1,2,7,0,17,-1,5,2,-1,1,-1
BALTIMORE,,1/2 bushel cartons,MINIATURE,FLAT TYPE,15.0,15.0,15.0,15.0,MARYLAND,,sml,WHITE,,N,,15.0,10,5,1,-1,2,7,0,8,-1,5,2,-1,1,-1
BALTIMORE,,1/2 bushel cartons,MINIATURE,FLAT TYPE,15.0,18.0,15.0,18.0,MARYLAND,,sml,WHITE,,N,,16.5,10,5,1,-1,2,7,0,8,-1,5,2,-1,1,-1
BALTIMORE,,1/2 bushel cartons,MINIATURE,FLAT TYPE,16.0,17.0,16.0,17.0,OHIO,,sml,WHITE,,N,,16.5,10,5,1,-1,2,7,0,17,-1,5,2,-1,1,-1
BALTIMORE,,1/2 bushel cartons,MINIATURE,FLAT TYPE,16.0,18.0,16.0,18.0,VIRGINIA,,sml,WHITE,,N,,17.0,10,5,1,-1,2,7,0,22,-1,5,2,-1,1,-1
BALTIMORE,,1/2 bushel cartons,MINIATURE,FLAT TYPE,15.0,15.0,15.0,15.0,MARYLAND,,sml,WHITE,,N,,15.0,10,5,1,-1,2,7,0,8,-1,5,2,-1,1,-1
BALTIMORE,,1/2 bushel cartons,MINIATURE,FLAT TYPE,15.0,15.0,15.0,15.0,MARYLAND,,sml,WHITE,,N,,15.0,10,5,1,-1,2,7,0,8,-1,5,2,-1,1,-1
