City Name,Package,Variety,Origin,Item Size,Date,City Name,Package,Variety,Origin,Item Size,Color,year,month,真实价格,预测价格,误差(预测-真实)
ST. LOUIS,22 lb cartons,MINIATURE,ILLINOIS,,9/30/16,12.0,4.0,7.0,6.0,5.0,0.0,2016,9,10.75,12.718362,1.9683618545532227
NEW YORK,1 1/9 bushel crates,MINIATURE,NEW YORK,sml,10/8/16,9.0,1.0,7.0,15.0,5.0,0.0,2016,10,18.0,18.263363,0.2633628845214844
BOSTON,36 inch bins,HOWDEN TYPE,CANADA,lge,10/29/16,2.0,7.0,4.0,2.0,2.0,0.0,2016,10,170.0,166.1247,-3.87530517578125
BALTIMORE,24 inch bins,FAIRYTALE,MARYLAND,xlge,10/1/16,1.0,5.0,3.0,8.0,6.0,0.0,2016,10,255.0,242.02869,-12.9713134765625
SAN FRANCISCO,24 inch bins,BIG MACK TYPE,CALIFORNIA,,10/22/16,11.0,5.0,0.0,1.0,5.0,0.0,2016,10,140.0,140.06467,0.064666748046875
ST. LOUIS,24 inch bins,HOWDEN WHITE TYPE,ILLINOIS,xlge,9/26/16,12.0,5.0,5.0,6.0,6.0,2.0,2016,9,150.0,150.13255,0.1325531005859375
COLUMBIA,24 inch bins,HOWDEN WHITE TYPE,VIRGINIA,sml,9/23/17,4.0,5.0,5.0,22.0,5.0,2.0,2017,9,200.0,199.35284,-0.64715576171875
BALTIMORE,24 inch bins,CINDERELLA,MARYLAND,xlge,9/30/17,1.0,5.0,2.0,8.0,6.0,0.0,2017,9,245.0,216.67337,-28.326629638671875
BALTIMORE,24 inch bins,BIG MACK TYPE,MARYLAND,,10/1/16,1.0,5.0,0.0,8.0,5.0,2.0,2016,10,55.0,55.17268,0.17267990112304688
BOSTON,36 inch bins,HOWDEN TYPE,CANADA,med,10/15/16,2.0,7.0,4.0,2.0,3.0,0.0,2016,10,150.0,153.12596,3.1259613037109375
SAN FRANCISCO,35 lb cartons,PIE TYPE,CALIFORNIA,,12/3/16,11.0,6.0,9.0,1.0,5.0,0.0,2016,12,24.0,23.115011,-0.8849887847900391
BOSTON,24 inch bins,CINDERELLA,MASSACHUSETTS,xlge,10/29/16,2.0,5.0,2.0,9.0,6.0,2.0,2016,10,272.5,271.8692,-0.63079833984375
BALTIMORE,24 inch bins,BIG MACK TYPE,VIRGINIA,,10/1/16,1.0,5.0,0.0,22.0,5.0,2.0,2016,10,55.0,55.01773,0.017730712890625
CHICAGO,36 inch bins,MIXED HEIRLOOM VARIETIES,ILLINOIS,lge,11/19/16,3.0,7.0,8.0,6.0,2.0,0.0,2016,11,175.0,175.68271,0.682708740234375
BALTIMORE,24 inch bins,BIG MACK TYPE,VIRGINIA,,10/8/16,1.0,5.0,0.0,22.0,5.0,2.0,2016,10,55.0,55.01773,0.017730712890625
SAN FRANCISCO,40 lb cartons,MINIATURE,CALIFORNIA,,10/1/16,11.0,8.0,7.0,1.0,5.0,0.0,2016,10,32.5,31.91387,-0.5861301422119141
ST. LOUIS,1/2 bushel cartons,MINIATURE,CANADA,,9/30/16,12.0,2.0,7.0,2.0,5.0,0.0,2016,9,15.0,14.795371,-0.20462894439697266
CHICAGO,24 inch bins,PIE TYPE,OHIO,med,11/5/16,3.0,5.0,9.0,17.0,3.0,0.0,2016,11,180.0,176.62378,-3.376220703125
CHICAGO,1 1/9 bushel cartons,PIE TYPE,ILLINOIS,med,9/2/17,3.0,0.0,9.0,6.0,3.0,0.0,2017,9,20.0,18.923464,-1.0765361785888672
CHICAGO,1 1/9 bushel cartons,PIE TYPE,MICHIGAN,med,10/15/16,3.0,0.0,9.0,11.0,3.0,0.0,2016,10,17.5,17.558634,0.05863380432128906
COLUMBIA,36 inch bins,HOWDEN TYPE,MICHIGAN,lge,10/29/16,4.0,7.0,4.0,11.0,2.0,0.0,2016,10,150.0,146.27298,-3.727020263671875
ST. LOUIS,36 inch bins,HOWDEN TYPE,ILLINOIS,med,9/26/16,12.0,7.0,4.0,6.0,3.0,0.0,2016,9,130.0,127.47906,-2.5209426879882812
COLUMBIA,24 inch bins,PIE TYPE,PENNSYLVANIA,med-lge,10/1/16,4.0,5.0,9.0,18.0,4.0,0.0,2016,10,185.0,188.38268,3.3826751708984375
NEW YORK,36 inch bins,HOWDEN TYPE,PENNSYLVANIA,xlge,9/24/16,9.0,7.0,4.0,18.0,6.0,0.0,2016,9,160.0,159.8431,-0.1569061279296875
BALTIMORE,1/2 bushel cartons,MINIATURE,MARYLAND,sml,10/8/16,1.0,2.0,7.0,8.0,5.0,2.0,2016,10,15.0,15.306074,0.3060741424560547
COLUMBIA,1/2 bushel cartons,MINIATURE,PENNSYLVANIA,,9/16/17,4.0,2.0,7.0,18.0,5.0,2.0,2017,9,15.0,18.106464,3.106464385986328
DALLAS,36 inch bins,HOWDEN WHITE TYPE,TEXAS,jbo,10/15/16,5.0,7.0,5.0,20.0,1.0,2.0,2016,10,160.0,155.47464,-4.525360107421875
COLUMBIA,36 inch bins,HOWDEN TYPE,PENNSYLVANIA,med,10/29/16,4.0,7.0,4.0,18.0,3.0,0.0,2016,10,150.0,142.8454,-7.15460205078125
SAN FRANCISCO,36 inch bins,CINDERELLA,CALIFORNIA,,9/23/17,11.0,7.0,2.0,1.0,5.0,0.0,2017,9,220.0,220.51178,0.51177978515625
COLUMBIA,36 inch bins,HOWDEN TYPE,NORTH CAROLINA,med,10/22/16,4.0,7.0,4.0,16.0,3.0,0.0,2016,10,140.0,140.38226,0.38226318359375
BOSTON,36 inch bins,PIE TYPE,MASSACHUSETTS,,9/9/17,2.0,7.0,9.0,9.0,5.0,0.0,2017,9,300.0,288.67886,-11.321136474609375
DETROIT,24 inch bins,PIE TYPE,MICHIGAN,sml,10/1/16,6.0,5.0,9.0,11.0,5.0,0.0,2016,10,175.0,156.38396,-18.616043090820312
COLUMBIA,24 inch bins,HOWDEN WHITE TYPE,PENNSYLVANIA,sml,9/23/17,4.0,5.0,5.0,18.0,5.0,2.0,2017,9,200.0,203.8028,3.80279541015625
CHICAGO,36 inch bins,HOWDEN WHITE TYPE,ILLINOIS,lge,10/22/16,3.0,7.0,5.0,6.0,2.0,2.0,2016,10,150.0,149.77277,-0.22723388671875
SAN FRANCISCO,24 inch bins,HOWDEN TYPE,CALIFORNIA,lge,10/8/16,11.0,5.0,4.0,1.0,2.0,0.0,2016,10,142.5,185.70659,43.20658874511719
CHICAGO,36 inch bins,HOWDEN TYPE,OHIO,xlge,11/5/16,3.0,7.0,4.0,17.0,6.0,0.0,2016,11,60.0,58.965137,-1.0348625183105469
COLUMBIA,24 inch bins,BLUE TYPE,PENNSYLVANIA,med-lge,10/1/16,4.0,5.0,1.0,18.0,4.0,0.0,2016,10,200.0,199.14293,-0.8570709228515625
DALLAS,24 inch bins,HOWDEN WHITE TYPE,TEXAS,jbo,10/22/16,5.0,5.0,5.0,20.0,1.0,2.0,2016,10,150.0,152.10815,2.108154296875
SAN FRANCISCO,bushel cartons,PIE TYPE,CALIFORNIA,,11/5/16,11.0,13.0,9.0,1.0,5.0,0.0,2016,11,17.0,16.696787,-0.30321311950683594
CHICAGO,1 1/9 bushel cartons,PIE TYPE,MICHIGAN,med,10/22/16,3.0,0.0,9.0,11.0,3.0,0.0,2016,10,17.0,17.558634,0.5586338043212891
COLUMBIA,36 inch bins,HOWDEN TYPE,VIRGINIA,jbo,9/16/17,4.0,7.0,4.0,22.0,1.0,0.0,2017,9,160.0,157.97136,-2.0286407470703125
DALLAS,24 inch bins,HOWDEN TYPE,TEXAS,sml,9/24/16,5.0,5.0,4.0,20.0,5.0,0.0,2016,9,150.0,141.61377,-8.38623046875
COLUMBIA,bushel cartons,MINIATURE,PENNSYLVANIA,lge,10/1/16,4.0,13.0,7.0,18.0,2.0,0.0,2016,10,30.0,29.769762,-0.2302379608154297
SAN FRANCISCO,36 inch bins,HOWDEN TYPE,CALIFORNIA,jbo,10/8/16,11.0,7.0,4.0,1.0,1.0,0.0,2016,10,142.5,144.72043,2.220428466796875
COLUMBIA,36 inch bins,HOWDEN TYPE,VIRGINIA,lge,10/8/16,4.0,7.0,4.0,22.0,2.0,0.0,2016,10,140.0,141.34372,1.343719482421875
BOSTON,1/2 bushel cartons,MINIATURE,MASSACHUSETTS,sml,10/1/16,2.0,2.0,7.0,9.0,5.0,0.0,2016,10,16.5,16.665499,0.1654987335205078
SAN FRANCISCO,24 inch bins,PIE TYPE,WASHINGTON,,11/5/16,11.0,5.0,9.0,23.0,5.0,0.0,2016,11,350.0,348.7261,-1.273895263671875
NEW YORK,1 1/9 bushel cartons,PIE TYPE,OHIO,med,10/8/16,9.0,0.0,9.0,17.0,3.0,0.0,2016,10,17.0,17.571915,0.5719146728515625
BOSTON,36 inch bins,HOWDEN TYPE,MICHIGAN,xlge,9/24/16,2.0,7.0,4.0,11.0,6.0,0.0,2016,9,175.0,172.9709,-2.0290985107421875
BOSTON,36 inch bins,HOWDEN TYPE,CANADA,xlge,10/1/16,2.0,7.0,4.0,2.0,6.0,0.0,2016,10,180.0,177.87106,-2.128936767578125
NEW YORK,1/2 bushel cartons,MINIATURE,OHIO,sml,9/23/17,9.0,2.0,7.0,17.0,5.0,0.0,2017,9,17.0,20.030605,3.0306053161621094
SAN FRANCISCO,1/2 bushel cartons,MINIATURE,CALIFORNIA,,10/8/16,11.0,2.0,7.0,1.0,5.0,2.0,2016,10,21.0,21.501575,0.5015754699707031
COLUMBIA,24 inch bins,PIE TYPE,PENNSYLVANIA,lge,9/9/17,4.0,5.0,9.0,18.0,2.0,0.0,2017,9,200.0,198.61708,-1.3829193115234375
ATLANTA,24 inch bins,HOWDEN TYPE,MICHIGAN,med-lge,10/8/16,0.0,5.0,4.0,11.0,4.0,0.0,2016,10,152.375,152.31125,-0.063751220703125
LOS ANGELES,36 inch bins,CINDERELLA,CALIFORNIA,med-lge,9/23/17,7.0,7.0,2.0,1.0,4.0,0.0,2017,9,0.3,2.8436363,2.5436362743377687
CHICAGO,36 inch bins,FAIRYTALE,MEXICO,lge,1/28/17,3.0,7.0,3.0,10.0,2.0,0.0,2017,1,185.0,185.93645,0.9364471435546875
BOSTON,36 inch bins,HOWDEN TYPE,PENNSYLVANIA,lge,10/8/16,2.0,7.0,4.0,18.0,2.0,0.0,2016,10,150.0,150.91144,0.91143798828125
BALTIMORE,1/2 bushel cartons,MINIATURE,MARYLAND,,9/30/17,1.0,2.0,7.0,8.0,5.0,0.0,2017,9,18.0,16.241634,-1.7583656311035156
BOSTON,36 inch bins,PIE TYPE,MASSACHUSETTS,med-lge,11/19/16,2.0,7.0,9.0,9.0,4.0,0.0,2016,11,210.0,221.15808,11.1580810546875
LOS ANGELES,24 inch bins,HOWDEN TYPE,CALIFORNIA,med,10/8/16,7.0,5.0,4.0,1.0,3.0,0.0,2016,10,125.0,121.10583,-3.8941726684570312
ST. LOUIS,1/2 bushel cartons,MINIATURE,CANADA,,9/30/16,12.0,2.0,7.0,2.0,5.0,2.0,2016,9,15.0,15.073824,0.07382392883300781
DALLAS,50 lb sacks,PIE TYPE,TEXAS,,9/23/17,5.0,10.0,9.0,20.0,5.0,2.0,2017,9,35.0,35.654892,0.6548919677734375
DALLAS,36 inch bins,FAIRYTALE,TEXAS,jbo,9/24/16,5.0,7.0,3.0,20.0,1.0,0.0,2016,9,160.0,156.90872,-3.091278076171875
BOSTON,36 inch bins,HOWDEN TYPE,CANADA,jbo,10/29/16,2.0,7.0,4.0,2.0,1.0,0.0,2016,10,180.0,179.69882,-0.301177978515625
ATLANTA,24 inch bins,PIE TYPE,NORTH CAROLINA,sml,9/24/16,0.0,5.0,9.0,16.0,5.0,0.0,2016,9,135.0,138.34892,3.3489227294921875
SAN FRANCISCO,1/2 bushel cartons,MINIATURE,CALIFORNIA,,10/22/16,11.0,2.0,7.0,1.0,5.0,2.0,2016,10,21.0,21.501575,0.5015754699707031
BOSTON,36 inch bins,HOWDEN TYPE,CANADA,lge,10/29/16,2.0,7.0,4.0,2.0,2.0,0.0,2016,10,165.0,166.1247,1.12469482421875
DALLAS,36 inch bins,PIE TYPE,TEXAS,med,10/8/16,5.0,7.0,9.0,20.0,3.0,0.0,2016,10,300.0,285.09607,-14.9039306640625
BALTIMORE,24 inch bins,FAIRYTALE,VIRGINIA,xlge,10/29/16,1.0,5.0,3.0,22.0,6.0,0.0,2016,10,230.0,243.92207,13.922073364257812
COLUMBIA,24 inch bins,CINDERELLA,PENNSYLVANIA,lge,9/23/17,4.0,5.0,2.0,18.0,2.0,0.0,2017,9,175.0,168.90268,-6.097320556640625
ST. LOUIS,22 lb cartons,MINIATURE,ILLINOIS,,9/28/16,12.0,4.0,7.0,6.0,5.0,2.0,2016,9,14.75,16.600046,1.850046157836914
LOS ANGELES,each,BIG MACK TYPE,CALIFORNIA,lge,10/8/16,7.0,14.0,0.0,1.0,2.0,0.0,2016,10,250.0,249.28033,-0.71966552734375
SAN FRANCISCO,35 lb cartons,PIE TYPE,CALIFORNIA,,11/19/16,11.0,6.0,9.0,1.0,5.0,0.0,2016,11,24.25,23.838509,-0.41149139404296875
NEW YORK,24 inch bins,PIE TYPE,PENNSYLVANIA,lge,9/23/17,9.0,5.0,9.0,18.0,2.0,0.0,2017,9,140.0,143.06302,3.063018798828125
ST. LOUIS,24 inch bins,MIXED HEIRLOOM VARIETIES,ILLINOIS,,9/27/16,12.0,5.0,8.0,6.0,5.0,0.0,2016,9,100.0,101.047585,1.0475845336914062
NEW YORK,1 1/9 bushel cartons,PIE TYPE,OHIO,med,10/1/16,9.0,0.0,9.0,17.0,3.0,0.0,2016,10,17.0,17.571915,0.5719146728515625
NEW YORK,36 inch bins,PIE TYPE,PENNSYLVANIA,lge,9/30/17,9.0,7.0,9.0,18.0,2.0,0.0,2017,9,232.5,217.4384,-15.061599731445312
BOSTON,36 inch bins,PIE TYPE,PENNSYLVANIA,xlge,9/16/17,2.0,7.0,9.0,18.0,6.0,0.0,2017,9,285.0,286.52377,1.523773193359375
COLUMBIA,1/2 bushel cartons,MINIATURE,PENNSYLVANIA,sml,10/8/16,4.0,2.0,7.0,18.0,5.0,2.0,2016,10,18.0,18.351198,0.3511981964111328
COLUMBIA,36 inch bins,HOWDEN TYPE,PENNSYLVANIA,sml,10/8/16,4.0,7.0,4.0,18.0,5.0,0.0,2016,10,125.0,128.37598,3.3759765625
CHICAGO,36 inch bins,MIXED HEIRLOOM VARIETIES,ILLINOIS,lge,11/5/16,3.0,7.0,8.0,6.0,2.0,0.0,2016,11,175.0,175.68271,0.682708740234375
BOSTON,36 inch bins,HOWDEN TYPE,CANADA,sml,9/24/16,2.0,7.0,4.0,2.0,5.0,0.0,2016,9,150.0,150.49152,0.49151611328125
LOS ANGELES,35 lb cartons,MINIATURE,CALIFORNIA,,9/23/17,7.0,6.0,7.0,1.0,5.0,2.0,2017,9,24.5,24.918783,0.41878318786621094
BOSTON,36 inch bins,HOWDEN TYPE,CANADA,exjbo,10/22/16,2.0,7.0,4.0,2.0,0.0,0.0,2016,10,175.0,178.3053,3.3052978515625
COLUMBIA,24 inch bins,CINDERELLA,PENNSYLVANIA,lge,9/16/17,4.0,5.0,2.0,18.0,2.0,0.0,2017,9,167.5,168.90268,1.402679443359375
SAN FRANCISCO,35 lb cartons,MINIATURE,CALIFORNIA,,9/30/17,11.0,6.0,7.0,1.0,5.0,2.0,2017,9,24.0,23.6335,-0.3665008544921875
BOSTON,1/2 bushel cartons,MINIATURE,MASSACHUSETTS,sml,11/5/16,2.0,2.0,7.0,9.0,5.0,0.0,2016,11,16.5,15.890121,-0.6098785400390625
BOSTON,1/2 bushel cartons,FAIRYTALE,MASSACHUSETTS,sml,10/29/16,2.0,2.0,3.0,9.0,5.0,0.0,2016,10,15.5,16.349525,0.8495254516601562
CHICAGO,36 inch bins,HOWDEN WHITE TYPE,ILLINOIS,lge,11/5/16,3.0,7.0,5.0,6.0,2.0,2.0,2016,11,150.0,146.22179,-3.7782135009765625
BOSTON,1/2 bushel cartons,MINIATURE,MASSACHUSETTS,sml,10/8/16,2.0,2.0,7.0,9.0,5.0,2.0,2016,10,16.5,16.757366,0.2573661804199219
PHILADELPHIA,24 inch bins,PIE TYPE,DELAWARE,sml,9/30/17,10.0,5.0,9.0,4.0,5.0,0.0,2017,9,140.0,140.0247,0.0247039794921875
COLUMBIA,24 inch bins,PIE TYPE,PENNSYLVANIA,med-lge,10/1/16,4.0,5.0,9.0,18.0,4.0,2.0,2016,10,225.0,225.25858,0.258575439453125
SAN FRANCISCO,bushel cartons,PIE TYPE,CALIFORNIA,,10/15/16,11.0,13.0,9.0,1.0,5.0,0.0,2016,10,17.0,17.372211,0.3722114562988281
CHICAGO,24 inch bins,PIE TYPE,ILLINOIS,med,10/1/16,3.0,5.0,9.0,6.0,3.0,0.0,2016,10,200.0,200.91338,0.9133758544921875
DALLAS,24 inch bins,PIE TYPE,NEW MEXICO,med,10/8/16,5.0,5.0,9.0,14.0,3.0,0.0,2016,10,100.0,102.40619,2.40618896484375
COLUMBIA,36 inch bins,HOWDEN TYPE,PENNSYLVANIA,med,10/8/16,4.0,7.0,4.0,18.0,3.0,0.0,2016,10,150.0,142.8454,-7.15460205078125
COLUMBIA,24 inch bins,MIXED HEIRLOOM VARIETIES,VIRGINIA,,9/30/17,4.0,5.0,8.0,22.0,5.0,0.0,2017,9,200.0,200.51836,0.5183563232421875
LOS ANGELES,36 inch bins,HOWDEN TYPE,CALIFORNIA,lge,9/16/17,7.0,7.0,4.0,1.0,2.0,0.0,2017,9,120.0,130.75511,10.755111694335938
DALLAS,24 inch bins,MIXED HEIRLOOM VARIETIES,TEXAS,med,10/8/16,5.0,5.0,8.0,20.0,3.0,0.0,2016,10,150.0,145.08348,-4.9165191650390625
CHICAGO,24 inch bins,PIE TYPE,ILLINOIS,med,9/24/16,3.0,5.0,9.0,6.0,3.0,0.0,2016,9,200.0,199.80803,-0.1919708251953125
DETROIT,bins,HOWDEN TYPE,MICHIGAN,xlge,9/30/17,6.0,11.0,4.0,11.0,6.0,0.0,2017,9,175.0,175.34431,0.3443145751953125
DETROIT,24 inch bins,MIXED HEIRLOOM VARIETIES,MICHIGAN,med,10/22/16,6.0,5.0,8.0,11.0,3.0,0.0,2016,10,135.0,141.92595,6.9259490966796875
COLUMBIA,36 inch bins,HOWDEN TYPE,NORTH CAROLINA,jbo,10/15/16,4.0,7.0,4.0,16.0,1.0,0.0,2016,10,160.0,160.31383,0.3138275146484375
CHICAGO,1/2 bushel cartons,MINIATURE,OHIO,sml,10/8/16,3.0,2.0,7.0,17.0,5.0,0.0,2016,10,17.5,15.243463,-2.256537437438965
COLUMBIA,36 inch bins,HOWDEN TYPE,NORTH CAROLINA,jbo,10/22/16,4.0,7.0,4.0,16.0,1.0,0.0,2016,10,160.0,160.31383,0.3138275146484375
DALLAS,24 inch bins,HOWDEN WHITE TYPE,TEXAS,jbo,9/24/16,5.0,5.0,5.0,20.0,1.0,2.0,2016,9,160.0,159.39774,-0.602264404296875
PHILADELPHIA,1/2 bushel cartons,MINIATURE,OHIO,,9/24/16,10.0,2.0,7.0,17.0,5.0,0.0,2016,9,17.5,17.17203,-0.3279705047607422
COLUMBIA,24 inch bins,KNUCKLE HEAD,NORTH CAROLINA,med,10/15/16,4.0,5.0,6.0,16.0,3.0,0.0,2016,10,170.0,162.66444,-7.3355560302734375
DETROIT,1 1/9 bushel cartons,PIE TYPE,MICHIGAN,sml,9/16/17,6.0,0.0,9.0,11.0,5.0,0.0,2017,9,20.0,15.497702,-4.502298355102539
CHICAGO,36 inch bins,FAIRYTALE,MEXICO,lge,2/11/17,3.0,7.0,3.0,10.0,2.0,0.0,2017,2,217.5,217.09679,-0.4032135009765625
NEW YORK,1 1/9 bushel crates,MINIATURE,NEW YORK,sml,10/8/16,9.0,1.0,7.0,15.0,5.0,0.0,2016,10,18.0,18.263363,0.2633628845214844
COLUMBIA,1/2 bushel cartons,MINIATURE,PENNSYLVANIA,sml,10/22/16,4.0,2.0,7.0,18.0,5.0,0.0,2016,10,18.0,17.2447,-0.7553005218505859
SAN FRANCISCO,35 lb cartons,PIE TYPE,CALIFORNIA,,9/2/17,11.0,6.0,9.0,1.0,5.0,0.0,2017,9,36.0,35.131077,-0.8689231872558594
NEW YORK,36 inch bins,HOWDEN TYPE,NEW YORK,xlge,10/22/16,9.0,7.0,4.0,15.0,6.0,0.0,2016,10,160.0,156.62837,-3.3716278076171875
BOSTON,36 inch bins,HOWDEN TYPE,MASSACHUSETTS,xlge,10/15/16,2.0,7.0,4.0,9.0,6.0,0.0,2016,10,202.5,203.27562,0.7756195068359375
SAN FRANCISCO,40 lb cartons,MINIATURE,CALIFORNIA,,10/22/16,11.0,8.0,7.0,1.0,5.0,0.0,2016,10,32.5,31.91387,-0.5861301422119141
PHILADELPHIA,36 inch bins,HOWDEN TYPE,DELAWARE,lge,9/23/17,10.0,7.0,4.0,4.0,2.0,0.0,2017,9,140.0,137.63881,-2.3611907958984375
BOSTON,1/2 bushel cartons,FAIRYTALE,MASSACHUSETTS,sml,10/8/16,2.0,2.0,3.0,9.0,5.0,0.0,2016,10,15.5,16.349525,0.8495254516601562
COLUMBIA,24 inch bins,PIE TYPE,VIRGINIA,med,10/8/16,4.0,5.0,9.0,22.0,3.0,0.0,2016,10,200.0,198.72047,-1.2795257568359375
BOSTON,36 inch bins,HOWDEN TYPE,CANADA,med,10/1/16,2.0,7.0,4.0,2.0,3.0,0.0,2016,10,150.0,153.12596,3.1259613037109375
COLUMBIA,24 inch bins,PIE TYPE,PENNSYLVANIA,lge,9/23/17,4.0,5.0,9.0,18.0,2.0,0.0,2017,9,200.0,198.61708,-1.3829193115234375
SAN FRANCISCO,1/2 bushel cartons,MINIATURE,CALIFORNIA,,10/29/16,11.0,2.0,7.0,1.0,5.0,1.0,2016,10,20.0,21.046026,1.0460262298583984
ST. LOUIS,36 inch bins,MINIATURE,MICHIGAN,sml,9/28/16,12.0,7.0,7.0,11.0,5.0,0.0,2016,9,275.0,274.75745,-0.2425537109375
ST. LOUIS,36 inch bins,HOWDEN TYPE,MICHIGAN,xlge,9/30/16,12.0,7.0,4.0,11.0,6.0,0.0,2016,9,115.0,122.304245,7.3042449951171875
DALLAS,24 inch bins,CINDERELLA,TEXAS,jbo,10/15/16,5.0,5.0,2.0,20.0,1.0,0.0,2016,10,150.0,143.35968,-6.64031982421875
DETROIT,24 inch bins,PIE TYPE,MICHIGAN,lge,11/5/16,6.0,5.0,9.0,11.0,2.0,0.0,2016,11,117.5,115.44189,-2.0581130981445312
DALLAS,24 inch bins,HOWDEN TYPE,TEXAS,sml,10/1/16,5.0,5.0,4.0,20.0,5.0,0.0,2016,10,137.5,129.50955,-7.990447998046875
ATLANTA,36 inch bins,PIE TYPE,MICHIGAN,sml,11/5/16,0.0,7.0,9.0,11.0,5.0,0.0,2016,11,248.0,244.95425,-3.045745849609375
PHILADELPHIA,24 inch bins,KNUCKLE HEAD,NEW JERSEY,med,10/8/16,10.0,5.0,6.0,13.0,3.0,0.0,2016,10,210.0,205.43958,-4.5604248046875
DALLAS,24 inch bins,FAIRYTALE,TEXAS,jbo,9/24/16,5.0,5.0,3.0,20.0,1.0,0.0,2016,9,160.0,177.25252,17.252517700195312
DALLAS,24 inch bins,FAIRYTALE,TEXAS,sml,10/1/16,5.0,5.0,3.0,20.0,5.0,0.0,2016,10,150.0,151.4823,1.4822998046875
BOSTON,24 inch bins,BLUE TYPE,MASSACHUSETTS,xlge,10/8/16,2.0,5.0,1.0,9.0,6.0,0.0,2016,10,272.5,273.8074,1.307403564453125
BALTIMORE,24 inch bins,FAIRYTALE,MARYLAND,xlge,10/8/16,1.0,5.0,3.0,8.0,6.0,0.0,2016,10,247.5,242.02869,-5.4713134765625
BOSTON,36 inch bins,BIG MACK TYPE,PENNSYLVANIA,jbo,9/30/17,2.0,7.0,0.0,18.0,1.0,0.0,2017,9,212.5,212.57281,0.07281494140625
DALLAS,20 lb cartons,PIE TYPE,MISSOURI,lge,10/22/16,5.0,3.0,9.0,12.0,2.0,0.0,2016,10,20.5,20.44445,-0.05554962158203125
CHICAGO,36 inch bins,FAIRYTALE,ILLINOIS,med,10/1/16,3.0,7.0,3.0,6.0,3.0,0.0,2016,10,200.0,195.88333,-4.116668701171875
LOS ANGELES,each,BIG MACK TYPE,CALIFORNIA,sml,10/15/16,7.0,14.0,0.0,1.0,5.0,0.0,2016,10,0.55,0.56215054,0.01215053796768184
DALLAS,36 inch bins,FAIRYTALE,TEXAS,jbo,10/22/16,5.0,7.0,3.0,20.0,1.0,0.0,2016,10,160.0,167.21716,7.2171630859375
BOSTON,24 inch bins,FAIRYTALE,MASSACHUSETTS,xlge,9/24/16,2.0,5.0,3.0,9.0,6.0,2.0,2016,9,272.5,273.84537,1.345367431640625
CHICAGO,36 inch bins,HOWDEN TYPE,MICHIGAN,lge,11/5/16,3.0,7.0,4.0,11.0,2.0,0.0,2016,11,130.0,127.838005,-2.1619949340820312
BOSTON,36 inch bins,BIG MACK TYPE,MASSACHUSETTS,lge,9/30/17,2.0,7.0,0.0,9.0,2.0,0.0,2017,9,187.5,185.853,-1.647003173828125
BOSTON,24 inch bins,CINDERELLA,MASSACHUSETTS,xlge,11/5/16,2.0,5.0,2.0,9.0,6.0,2.0,2016,11,272.5,270.07413,-2.425872802734375
BOSTON,36 inch bins,PIE TYPE,MASSACHUSETTS,sml,9/24/16,2.0,7.0,9.0,9.0,5.0,0.0,2016,9,210.0,226.33942,16.33941650390625
ST. LOUIS,1/2 bushel cartons,MINIATURE,MICHIGAN,,9/30/16,12.0,2.0,7.0,11.0,5.0,2.0,2016,9,12.0,11.58177,-0.4182300567626953
DALLAS,36 inch bins,PIE TYPE,TEXAS,,9/16/17,5.0,7.0,9.0,20.0,5.0,0.0,2017,9,250.0,250.80559,0.8055877685546875
